id,split,tokens,label,error_type,target_depth,max_depth,input_length,original_length,error_position,original,corrupted,correction_actions
10,probe_depth_train,( ) ( ( ),0,E1_missing_closer,1,1,5,6,2,( ) ( ) ( ),( ) ( ( ),"[""OK"", ""OK"", ""INSERT_RPAREN"", ""OK"", ""OK""]"
11,probe_depth_train,( ) [ ] ( ) ( ) [ ] ( ),1,no_error,1,1,12,12,-1,( ) [ ] ( ) ( ) [ ] ( ),( ) [ ] ( ) ( ) [ ] ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
12,probe_depth_train,[ ] ( ) [ ( ) ] [ ],1,no_error,2,2,10,10,-1,[ ] ( ) [ ( ) ] [ ],[ ] ( ) [ ( ) ] [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
13,probe_depth_train,( ) [ ] ( ) [ ] [ [ ] ] [ ] [ ] [ ] [ ] ( ) ( ) ( [ ] ) ( ) ( [ ] ) [ ( ) ],1,no_error,2,2,38,38,-1,( ) [ ] ( ) [ ] [ [ ] ] [ ] [ ] [ ] [ ] ( ) ( ) ( [ ] ) ( ) ( [ ] ) [ ( ) ],( ) [ ] ( ) [ ] [ [ ] ] [ ] [ ] [ ] [ ] ( ) ( ) ( [ ] ) ( ) ( [ ] ) [ ( ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
14,probe_depth_train,( ) [ ] [ ] [ ] [ ] [ ),0,E3_type_mismatch,1,1,12,12,11,( ) [ ] [ ] [ ] [ ] [ ],( ) [ ] [ ] [ ] [ ] [ ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""REPLACE_RBRACK""]"
15,probe_depth_train,( ) ( ) [ ] [ [ ] [ [ ( ( ) ] ] ] [ [ ] ( ) [ ] [ [ ] ( ) ] ],0,E1_missing_closer,5,5,31,32,12,( ) ( ) [ ] [ [ ] [ [ ( ( ) ) ] ] ] [ [ ] ( ) [ ] [ [ ] ( ) ] ],( ) ( ) [ ] [ [ ] [ [ ( ( ) ] ] ] [ [ ] ( ) [ ] [ [ ] ( ) ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RPAREN"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
16,probe_depth_train,( ) ( ( ) [ ] ) [ ] [ [ [ ( ( ) ) ] ] ( ) ( [ ( ( ( ) ( ) ) ) [ ( ) ] ] ) ] ( ) [ ] [ [ ] ],1,no_error,6,6,46,46,-1,( ) ( ( ) [ ] ) [ ] [ [ [ ( ( ) ) ] ] ( ) ( [ ( ( ( ) ( ) ) ) [ ( ) ] ] ) ] ( ) [ ] [ [ ] ],( ) ( ( ) [ ] ) [ ] [ [ [ ( ( ) ) ] ] ( ) ( [ ( ( ( ) ( ) ) ) [ ( ) ] ] ) ] ( ) [ ] [ [ ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
17,probe_depth_train,( [ ] ( [ [ ] ] ) ( ) ) ( [ ] ( [ ( ) ] ) [ ] ) ),0,E4_premature_close,4,4,25,24,24,( [ ] ( [ [ ] ] ) ( ) ) ( [ ] ( [ ( ) ] ) [ ] ),( [ ] ( [ [ ] ] ) ( ) ) ( [ ] ( [ ( ) ] ) [ ] ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE""]"
18,probe_depth_train,[ [ ] ] ( ( ) ),1,no_error,2,2,8,8,-1,[ [ ] ] ( ( ) ),[ [ ] ] ( ( ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
19,probe_depth_train,( ) [ ] [ ] ( ) ( ) ( ) ( ( ) ) ( ( ) [ ] ( ( ) ( ( ) ) [ [ ] ] ) ( ) ( ( [ ] ) [ [ [ [ [ ] ] ( ) ] ] [ ( ) ] ] ) ),1,no_error,7,7,58,58,-1,( ) [ ] [ ] ( ) ( ) ( ) ( ( ) ) ( ( ) [ ] ( ( ) ( ( ) ) [ [ ] ] ) ( ) ( ( [ ] ) [ [ [ [ [ ] ] ( ) ] ] [ ( ) ] ] ) ),( ) [ ] [ ] ( ) ( ) ( ) ( ( ) ) ( ( ) [ ] ( ( ) ( ( ) ) [ [ ] ] ) ( ) ( ( [ ] ) [ [ [ [ [ ] ] ( ) ] ] [ ( ) ] ] ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
20,probe_depth_train,[ ] [ ( ( ) ( ) [ ] ) [ [ [ ] ] ] [ ( ) ( ) ],0,E1_missing_closer,3,3,23,24,11,[ ] [ ( ( ) ( ) [ ] ) [ ] [ [ ] ] ] [ ( ) ( ) ],[ ] [ ( ( ) ( ) [ ] ) [ [ [ ] ] ] [ ( ) ( ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RBRACK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
21,probe_depth_train,( ) [ ] [ ] ( ) ( ),1,no_error,1,1,10,10,-1,( ) [ ] [ ] ( ) ( ),( ) [ ] [ ] ( ) ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
22,probe_depth_train,( ) ( [ [ ] ] ) ( ) ( ( [ ( ( ( ) [ ( ) ] [ ] ) [ ( ) ] ) ] ) ) [ [ ] ] ( [ [ ] ( ( [ [ ] ) ) ] ),0,E1_missing_closer,7,7,49,50,44,( ) ( [ [ ] ] ) ( ) ( ( [ ( ( ( ) [ ( ) ] [ ] ) [ ( ) ] ) ] ) ) [ [ ] ] ( [ [ ] ( ( [ [ ] ] ) ) ] ),( ) ( [ [ ] ] ) ( ) ( ( [ ( ( ( ) [ ( ) ] [ ] ) [ ( ) ] ) ] ) ) [ [ ] ] ( [ [ ] ( ( [ [ ] ) ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RBRACK"", ""OK"", ""OK"", ""OK"", ""OK""]"
23,probe_depth_train,( ) ( ) ( [ ] ) [ [ [ ] ] ] ( ( ) ( [ ] ) ( ) ) [ ] ( ) [ ] ( ) ( ) ( ) ( ) ( ) [ [ ] ( ) [ ] [ ( ) ] ],1,no_error,3,3,52,52,-1,( ) ( ) ( [ ] ) [ [ [ ] ] ] ( ( ) ( [ ] ) ( ) ) [ ] ( ) [ ] ( ) ( ) ( ) ( ) ( ) [ [ ] ( ) [ ] [ ( ) ] ],( ) ( ) ( [ ] ) [ [ [ ] ] ] ( ( ) ( [ ] ) ( ) ) [ ] ( ) [ ] ( ) ( ) ( ) ( ) ( ) [ [ ] ( ) [ ] [ ( ) ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
24,probe_depth_train,( ) [ ] [ ( ) [ ] ] ( ) [ ( ) ( ( ( [ ] [ ] ) ) [ ] ) ( ) ( ) ( ) ( [ ] ( ) ( [ ] [ [ ( ) ] ( [ [ ] ) ] ) ) ],0,E1_missing_closer,6,6,55,56,47,( ) [ ] [ ( ) [ ] ] ( ) [ ( ) ( ( ( [ ] [ ] ) ) [ ] ) ( ) ( ) ( ) ( [ ] ( ) ( [ ] [ [ ( ) ] ( [ ] [ ] ) ] ) ) ],( ) [ ] [ ( ) [ ] ] ( ) [ ( ) ( ( ( [ ] [ ] ) ) [ ] ) ( ) ( ) ( ) ( [ ] ( ) ( [ ] [ [ ( ) ] ( [ [ ] ) ] ) ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RBRACK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
25,probe_depth_train,( ) [ ] ( ( ) [ ] [ ( ) [ ] ] ) ( ) [ ] ( ( ) ) ( ) ( ) ( ) [ ],1,no_error,3,3,32,32,-1,( ) [ ] ( ( ) [ ] [ ( ) [ ] ] ) ( ) [ ] ( ( ) ) ( ) ( ) ( ) [ ],( ) [ ] ( ( ) [ ] [ ( ) [ ] ] ) ( ) [ ] ( ( ) ) ( ) ( ) ( ) [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
26,probe_depth_train,[ [ [ [ ( ) ] ] ] ( ) ] [ ( ) ( ( [ ( ( ) ) [ ] ] ) [ ) ],0,E2_spurious_opener,6,6,29,28,26,[ [ [ [ ( ) ] ] ] ( ) ] [ ( ) ( ( [ ( ( ) ) [ ] ] ) ) ],[ [ [ [ ( ) ] ] ] ( ) ] [ ( ) ( ( [ ( ( ) ) [ ] ] ) [ ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE"", ""OK"", ""OK""]"
27,probe_depth_train,[ ( ) ] ( [ ] ),1,no_error,2,2,8,8,-1,[ ( ) ] ( [ ] ),[ ( ) ] ( [ ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
28,probe_depth_train,[ ( ) ] [ ] ( ) ( ( ) ) ( ) ( ) ( ( ) ( [ ] ( ) ) ) ( ( ( ( ( ( ) [ ] ) ) ) ( ) [ ( ) ( ) [ ( [ ] ) [ ( ) ] ] ] ) ),1,no_error,6,6,58,58,-1,[ ( ) ] [ ] ( ) ( ( ) ) ( ) ( ) ( ( ) ( [ ] ( ) ) ) ( ( ( ( ( ( ) [ ] ) ) ) ( ) [ ( ) ( ) [ ( [ ] ) [ ( ) ] ] ] ) ),[ ( ) ] [ ] ( ) ( ( ) ) ( ) ( ) ( ( ) ( [ ] ( ) ) ) ( ( ( ( ( ( ) [ ] ) ) ) ( ) [ ( ) ( ) [ ( [ ] ) [ ( ) ] ] ] ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
29,probe_depth_train,[ ( ) ] [ ] [ ( ) ] [ [ [ ] ] ],1,no_error,3,3,16,16,-1,[ ( ) ] [ ] [ ( ) ] [ [ [ ] ] ],[ ( ) ] [ ] [ ( ) ] [ [ [ ] ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
30,probe_depth_train,[ ] ( ) [ ] [ ] ( [ ] ) ( ) ( [ ( [ ] ) ] ) ( ) [ ] ( [ ( ( ( ) ) [ ( ) ] ) ] ),1,no_error,5,5,40,40,-1,[ ] ( ) [ ] [ ] ( [ ] ) ( ) ( [ ( [ ] ) ] ) ( ) [ ] ( [ ( ( ( ) ) [ ( ) ] ) ] ),[ ] ( ) [ ] [ ] ( [ ] ) ( ) ( [ ( [ ] ) ] ) ( ) [ ] ( [ ( ( ( ) ) [ ( ) ] ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
31,probe_depth_train,( ( ) [ ( ) ] ),1,no_error,3,3,8,8,-1,( ( ) [ ( ) ] ),( ( ) [ ( ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
32,probe_depth_train,( ) [ ] ( [ ( ) ] ( ) [ ( ( ] ) ] ) [ ( [ ( ) ] ) ],0,E3_type_mismatch,4,4,26,26,14,( ) [ ] ( [ ( ) ] ( ) [ ( ( ) ) ] ) [ ( [ ( ) ] ) ],( ) [ ] ( [ ( ) ] ( ) [ ( ( ] ) ] ) [ ( [ ( ) ] ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""REPLACE_RPAREN"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
33,probe_depth_train,( ) [ ] [ ( ],0,E2_spurious_opener,1,1,7,6,5,( ) [ ] [ ],( ) [ ] [ ( ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE"", ""OK""]"
34,probe_depth_train,( [ ] [ ] ( ( ) ) ) [ ( ) ] [ ( ) ] [ [ ] ] ( ( ) ) [ ] ( ) [ ] ( ),1,no_error,3,3,34,34,-1,( [ ] [ ] ( ( ) ) ) [ ( ) ] [ ( ) ] [ [ ] ] ( ( ) ) [ ] ( ) [ ] ( ),( [ ] [ ] ( ( ) ) ) [ ( ) ] [ ( ) ] [ [ ] ] ( ( ) ) [ ] ( ) [ ] ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
35,probe_depth_train,( ) [ ] [ ] ( ) ( ( ) ) [ [ ] ] [ ] ( ) [ [ ] ] [ ( ) [ ] ],1,no_error,2,2,30,30,-1,( ) [ ] [ ] ( ) ( ( ) ) [ [ ] ] [ ] ( ) [ [ ] ] [ ( ) [ ] ],( ) [ ] [ ] ( ) ( ( ) ) [ [ ] ] [ ] ( ) [ [ ] ] [ ( ) [ ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
36,probe_depth_train,[ ] ( ) ( ( [ ] [ [ ] ] ) ) ( ) [ ] [ [ ( [ ] ) ] ] ( [ ] ),1,no_error,4,4,30,30,-1,[ ] ( ) ( ( [ ] [ [ ] ] ) ) ( ) [ ] [ [ ( [ ] ) ] ] ( [ ] ),[ ] ( ) ( ( [ ] [ [ ] ] ) ) ( ) [ ] [ [ ( [ ] ) ] ] ( [ ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
